,prices,market_caps,total_volumes
1135,"[1465516800000, 514.7411757506383]","[1465516800000, 8052173423.443598]","[1465516800000, 510546831.1565354]"
1136,"[1465603200000, 531.3771119811223]","[1465603200000, 8314470955.596419]","[1465603200000, 504611663.3769182]"
1137,"[1465689600000, 597.0253462738618]","[1465689600000, 9343864586.92833]","[1465689600000, 1897472357.9367304]"
1138,"[1465776000000, 623.8406123562966]","[1465776000000, 9766131210.34597]","[1465776000000, 1708977419.5403636]"
1139,"[1465862400000, 611.9822865595643]","[1465862400000, 9582510440.292643]","[1465862400000, 1155937921.6134043]"
1140,"[1465948800000, 615.4476]","[1465948800000, 9639047994.06]","[1465948800000, 986920370.7105922]"
1141,"[1466035200000, 681.4365999999999]","[1466035200000, 10675164308.704998]","[1466035200000, 2043322023.3488696]"
1142,"[1466121600000, 664.5998000000002]","[1466121600000, 10413846876.130003]","[1466121600000, 1852672797.4963624]"
1143,"[1466208000000, 671.1446503139074]","[1466208000000, 10519017890.53245]","[1466208000000, 1454364078.8307304]"
1144,"[1466294400000, 676.2518000000001]","[1466294400000, 10602089751.155003]","[1466294400000, 1274664144.8456688]"
1145,"[1466380800000, 648.7808833595228]","[1466380800000, 10174019617.623198]","[1466380800000, 1126064717.9710584]"
1146,"[1466467200000, 591.0691989372552]","[1466467200000, 9271230696.66029]","[1466467200000, 2325580748.5930347]"
1147,"[1466553600000, 522.3527000000004]","[1466553600000, 8195087039.760005]","[1466553600000, 1867768506.9241178]"
1148,"[1466640000000, 547.3645599877659]","[1466640000000, 8589408884.696019]","[1466640000000, 2591636885.5696726]"
1149,"[1466726400000, 595.3721445653371]","[1466726400000, 9344663495.025248]","[1466726400000, 2538023032.350473]"
1150,"[1466812800000, 600.1459036798669]","[1466812800000, 9422035625.764847]","[1466812800000, 1951090789.6527762]"
1151,"[1466899200000, 567.2398999999999]","[1466899200000, 8907467416.682499]","[1466899200000, 1778784386.779206]"
1152,"[1466985600000, 588.6303000000001]","[1466985600000, 9245483680.282503]","[1466985600000, 1719172930.6649365]"
1153,"[1467072000000, 584.0915]","[1467072000000, 9176427919.9]","[1467072000000, 1406633243.8638802]"
1154,"[1467158400000, 572.9908000000001]","[1467158400000, 9004063379.820004]","[1467158400000, 1328744004.2242584]"
1155,"[1467244800000, 605.0588999999998]","[1467244800000, 9510179651.947496]","[1467244800000, 1403108715.8424275]"
1156,"[1467331200000, 608.4479999999999]","[1467331200000, 9565958611.199999]","[1467331200000, 1365236455.8412583]"
1157,"[1467417600000, 621.4687999999996]","[1467417600000, 9771851117.439995]","[1467417600000, 1228116606.7738707]"
1158,"[1467504000000, 596.960504034881]","[1467504000000, 9389830552.166256]","[1467504000000, 1778767254.734622]"
1159,"[1467590400000, 608.7265908865678]","[1467590400000, 9577232417.901321]","[1467590400000, 1477390894.3751342]"
1160,"[1467676800000, 603.1554786903531]","[1467676800000, 9491706979.280415]","[1467676800000, 1232144035.0182078]"
1161,"[1467763200000, 609.0368000000002]","[1467763200000, 9586421943.040003]","[1467763200000, 1075222179.8701417]"
1162,"[1467849600000, 577.3125]","[1467849600000, 9089063671.875]","[1467849600000, 1918791443.1054478]"
1163,"[1467936000000, 602.2990345403374]","[1467936000000, 9484553471.665329]","[1467936000000, 1273297288.7863612]"
1164,"[1468022400000, 591.5566663596552]","[1468022400000, 9317336935.764404]","[1468022400000, 1569327059.395109]"
1165,"[1468108800000, 588.3514000000001]","[1468108800000, 9267911292.276001]","[1468108800000, 944477266.9419014]"
1166,"[1468195200000, 586.8362000000001]","[1468195200000, 9245092609.833601]","[1468195200000, 876412336.2244387]"
1167,"[1468281600000, 606.9424]","[1468281600000, 9562846071.5328]","[1468281600000, 982094287.7044964]"
1168,"[1468368000000, 593.1071000000002]","[1468368000000, 9345799720.827602]","[1468368000000, 838966282.3209625]"
1169,"[1468454400000, 593.4931000000001]","[1468454400000, 9352879128.651602]","[1468454400000, 816241179.9957234]"
1170,"[1468540800000, 603.0329640896209]","[1468540800000, 9504209576.468008]","[1468540800000, 829361517.7410334]"
1171,"[1468627200000, 601.1982999999998]","[1468627200000, 9476426680.441196]","[1468627200000, 529091056.0507938]"
1172,"[1468713600000, 613.4686751551958]","[1468713600000, 9670965582.616568]","[1468713600000, 794609895.8763362]"
1173,"[1468800000000, 609.3330653287231]","[1468800000000, 9606815790.608229]","[1468800000000, 858876694.7227708]"
1174,"[1468886400000, 612.1271378329453]","[1468886400000, 9651815034.631569]","[1468886400000, 654406078.5178156]"
1175,"[1468972800000, 609.1712027933246]","[1468972800000, 9605850128.911154]","[1468972800000, 652385561.8207256]"
1176,"[1469059200000, 603.2770391381983]","[1469059200000, 9514332859.519815]","[1469059200000, 590920896.8232126]"
1177,"[1469145600000, 593.0235000000001]","[1469145600000, 9353548549.134]","[1469145600000, 678552338.9846219]"
1178,"[1469232000000, 596.992]","[1469232000000, 9417066430.463999]","[1469232000000, 683093196.0623945]"
1179,"[1469318400000, 602.2331167041327]","[1469318400000, 9500658614.919252]","[1469318400000, 572437185.4223163]"
1180,"[1469404800000, 595.3167648329353]","[1469404800000, 9392462618.593958]","[1469404800000, 520169177.445981]"
1181,"[1469491200000, 592.6270000000001]","[1469491200000, 9350950019.124]","[1469491200000, 640868932.1390059]"
1182,"[1469577600000, 592.7629380334553]","[1469577600000, 9353998330.515102]","[1469577600000, 634455108.3093766]"
1183,"[1469664000000, 591.9104438476983]","[1469664000000, 9341490374.894192]","[1469664000000, 532693305.5888785]"
1184,"[1469750400000, 588.1570498939568]","[1469750400000, 9283299133.667645]","[1469750400000, 445996414.946742]"
1185,"[1469836800000, 585.6388841459595]","[1469836800000, 9244417543.798653]","[1469836800000, 341122544.5721415]"
1186,"[1469923200000, 558.1290647676356]","[1469923200000, 8811194708.067959]","[1469923200000, 925834858.7278067]"
1187,"[1470009600000, 542.3556]","[1470009600000, 8563180977.460799]","[1470009600000, 984162825.578609]"
1188,"[1470096000000, 459.9444934159712]","[1470096000000, 7262847351.96155]","[1470096000000, 1662222012.7155168]"
1189,"[1470182400000, 508.8272604077421]","[1470182400000, 8035760346.059432]","[1470182400000, 2239507666.747483]"
1190,"[1470268800000, 518.0781653988943]","[1470268800000, 8182808378.832113]","[1470268800000, 1488152736.3103693]"
1191,"[1470355200000, 519.5824]","[1470355200000, 8207602086.566401]","[1470355200000, 658782734.0843498]"
1192,"[1470441600000, 530.0399999999998]","[1470441600000, 8373851781.119998]","[1470441600000, 704903357.5737191]"
1193,"[1470528000000, 534.3374000000001]","[1470528000000, 8442686946.520802]","[1470528000000, 1009000479.9115618]"
1194,"[1470614400000, 532.7392]","[1470614400000, 8418400243.2768]","[1470614400000, 661006947.8309956]"
1195,"[1470700800000, 526.2905999999999]","[1470700800000, 8317262969.3736]","[1470700800000, 687113784.2600843]"
1196,"[1470787200000, 529.308819668431]","[1470787200000, 8365952439.034371]","[1470787200000, 703523736.261319]"
1197,"[1470873600000, 527.4728]","[1470873600000, 8337832176.009601]","[1470873600000, 298704304.45443887]"
1198,"[1470960000000, 525.4136000000003]","[1470960000000, 8306246789.164804]","[1470960000000, 297538193.32276994]"
1199,"[1471046400000, 523.601837885124]","[1471046400000, 8278647714.728181]","[1471046400000, 473835478.4611466]"
1200,"[1471132800000, 511.18030000000005]","[1471132800000, 8083226608.100401]","[1471132800000, 717155274.0702535]"
1201,"[1471219200000, 507.46919799970595]","[1471219200000, 8025438617.700485]","[1471219200000, 616377519.4257301]"
1202,"[1471305600000, 512.5947599516234]","[1471305600000, 8107340199.548622]","[1471305600000, 589940687.087354]"
1203,"[1471392000000, 506.01426771931267]","[1471392000000, 8004002123.074481]","[1471392000000, 451439626.2609698]"
1204,"[1471478400000, 504.0539654668728]","[1471478400000, 7973926063.452155]","[1471478400000, 394741686.3025691]"
1205,"[1471564800000, 506.25000952460067]","[1471564800000, 8009553525.691946]","[1471564800000, 356985622.2585354]"
1206,"[1471651200000, 513.7476046199054]","[1471651200000, 8129174252.220474]","[1471651200000, 396461676.37554646]"
1207,"[1471737600000, 512.9735118393492]","[1471737600000, 8117910471.454115]","[1471737600000, 351516257.055831]"
1208,"[1471824000000, 516.8641]","[1471824000000, 8180465999.4792]","[1471824000000, 346206560.1187339]"
1209,"[1471910400000, 514.7822999999999]","[1471910400000, 8148431371.082397]","[1471910400000, 532660491.75699544]"
1210,"[1471996800000, 512.9323789512284]","[1471996800000, 8120103232.217401]","[1471996800000, 325511096.59162265]"
1211,"[1472083200000, 510.4246]","[1472083200000, 8081174977.596]","[1472083200000, 355549971.99569464]"
1212,"[1472169600000, 516.2177]","[1472169600000, 8173735310.288401]","[1472169600000, 302014849.86111987]"
1213,"[1472256000000, 507.709]","[1472256000000, 8039880702.072]","[1472256000000, 397640879.65896153]"
1214,"[1472342400000, 512.1325000000002]","[1472342400000, 8110863643.740002]","[1472342400000, 303368393.51323664]"
1215,"[1472428800000, 511.59906806752]","[1472428800000, 8103336330.105242]","[1472428800000, 340812887.46572053]"
1216,"[1472515200000, 516.8014000000002]","[1472515200000, 8186679918.278402]","[1472515200000, 371922685.6914401]"
1217,"[1472601600000, 512.2053781281136]","[1472601600000, 8114771462.251103]","[1472601600000, 300540520.8590806]"
1218,"[1472688000000, 510.45840000000004]","[1472688000000, 8087927491.2960005]","[1472688000000, 318401414.9282449]"
1219,"[1472774400000, 514.4426]","[1472774400000, 8152017945.691199]","[1472774400000, 339249991.69467664]"
1220,"[1472860800000, 534.3696000000002]","[1472860800000, 8468595371.750402]","[1472860800000, 503269704.97060055]"
1221,"[1472947200000, 545.5373000000001]","[1472947200000, 8646750929.9556]","[1472947200000, 792673984.94392]"
1222,"[1473033600000, 544.0381000000001]","[1473033600000, 8623863465.198002]","[1473033600000, 554388420.112443]"
1223,"[1473120000000, 542.8979]","[1473120000000, 8606708076.9288]","[1473120000000, 498143174.3995391]"
1224,"[1473206400000, 546.3512238930589]","[1473206400000, 8662444548.327255]","[1473206400000, 531052309.78194296]"
1225,"[1473292800000, 555.1962000000001]","[1473292800000, 8803641766.5144]","[1473292800000, 1420863274.587838]"
1226,"[1473379200000, 553.7197999999999]","[1473379200000, 8781194241.729599]","[1473379200000, 756919952.8692135]"
1227,"[1473465600000, 554.7404]","[1473465600000, 8798384669.505602]","[1473465600000, 522454023.21811956]"
1228,"[1473552000000, 538.6701695093809]","[1473552000000, 8544590923.4222145]","[1473552000000, 1093386481.9239273]"
1229,"[1473638400000, 538.9780422852983]","[1473638400000, 8550535227.172688]","[1473638400000, 866400562.8575245]"
1230,"[1473724800000, 540.8973000000001]","[1473724800000, 8582028013.044002]","[1473724800000, 623940324.8793077]"
1231,"[1473811200000, 540.9202]","[1473811200000, 8583397462.428]","[1473811200000, 550415507.4345977]"
1232,"[1473897600000, 538.364]","[1473897600000, 8543830219.632001]","[1473897600000, 488132348.08350056]"
1233,"[1473984000000, 543.5627111888663]","[1473984000000, 8627272980.179707]","[1473984000000, 489822862.8625128]"
1234,"[1474070400000, 542.4967000000001]","[1474070400000, 8611408166.922]","[1474070400000, 475952361.2615543]"
1235,"[1474156800000, 545.5345]","[1474156800000, 8660578401.3]","[1474156800000, 1170333360.493616]"
1236,"[1474243200000, 544.4085201214956]","[1474243200000, 8643584962.139387]","[1474243200000, 1138661734.7371647]"
1237,"[1474329600000, 545.0027246175705]","[1474329600000, 8653967463.548494]","[1474329600000, 854773046.7073101]"
1238,"[1474416000000, 532.3832227518313]","[1474416000000, 8454665095.278611]","[1474416000000, 1419896010.9576204]"
1239,"[1474502400000, 530.6734999999999]","[1474502400000, 8428404882.197999]","[1474502400000, 887475749.0068185]"
1240,"[1474588800000, 536.0165]","[1474588800000, 8514146119.848]","[1474588800000, 1310586074.7278712]"
1241,"[1474675200000, 535.4632000000001]","[1474675200000, 8506424083.372803]","[1474675200000, 1011712719.9694786]"
1242,"[1474761600000, 533.3870000000001]","[1474761600000, 8474619072.744]","[1474761600000, 955959624.9060135]"
1243,"[1474848000000, 538.6011541575721]","[1474848000000, 8558439126.1069355]","[1474848000000, 1704190250.9381378]"
1244,"[1474934400000, 538.5357000000001]","[1474934400000, 8558465352.1128025]","[1474934400000, 1291003302.6961358]"
1245,"[1475020800000, 537.9476000000001]","[1475020800000, 8550113332.915201]","[1475020800000, 912088268.2427099]"
1246,"[1475107200000, 538.8179000000001]","[1475107200000, 8564870450.857203]","[1475107200000, 1150585397.5536077]"
1247,"[1475193600000, 541.1667]","[1475193600000, 8603134837.9128]","[1475193600000, 1047542934.117371]"
1248,"[1475280000000, 546.3290972434273]","[1475280000000, 8686219621.372978]","[1475280000000, 1489244300.2063794]"
1249,"[1475366400000, 543.0972000000002]","[1475366400000, 8635773370.478401]","[1475366400000, 906129746.3645835]"
1250,"[1475452800000, 545.7161049806977]","[1475452800000, 8678385697.04958]","[1475452800000, 684703863.8255653]"
1251,"[1475539200000, 543.6627999999998]","[1475539200000, 8646763290.043198]","[1475539200000, 729102504.1513011]"
1252,"[1475625600000, 545.6713]","[1475625600000, 8679781648.635601]","[1475625600000, 816352136.5362148]"
1253,"[1475712000000, 548.1407000000002]","[1475712000000, 8720107288.764002]","[1475712000000, 641120356.2712348]"
1254,"[1475798400000, 550.0676999999998]","[1475798400000, 8751733326.226797]","[1475798400000, 985965785.426733]"
1255,"[1475884800000, 550.3489]","[1475884800000, 8757336614.0304]","[1475884800000, 707885838.3523383]"
1256,"[1475971200000, 549.0433999999999]","[1475971200000, 8737610634.189598]","[1475971200000, 805613712.9590919]"
1257,"[1476057600000, 550.9165999999997]","[1476057600000, 8768022796.977596]","[1476057600000, 1142675096.7083967]"
1258,"[1476144000000, 579.2569]","[1476144000000, 9220263780.06]","[1476144000000, 2709573474.4301305]"
1259,"[1476230400000, 577.1395999999997]","[1476230400000, 9187566091.943996]","[1476230400000, 2247862360.403873]"
1260,"[1476316800000, 573.983990268184]","[1476316800000, 9138220026.054794]","[1476316800000, 1899131565.5584898]"
1261,"[1476403200000, 581.6053000000002]","[1476403200000, 9260484762.505203]","[1476403200000, 1523374356.5681465]"
1262,"[1476489600000, 580.7202000000001]","[1476489600000, 9247388464.800001]","[1476489600000, 1498697257.157929]"
1263,"[1476576000000, 583.2800999999997]","[1476576000000, 9289048230.633596]","[1476576000000, 1324806124.7387927]"
1264,"[1476662400000, 579.2802999999999]","[1476662400000, 9226239046.281599]","[1476662400000, 1078772123.9469151]"
1265,"[1476748800000, 578.8076999999998]","[1476748800000, 9219774602.991598]","[1476748800000, 1843795016.9740174]"
1266,"[1476835200000, 572.4750999999998]","[1476835200000, 9119789391.645597]","[1476835200000, 1781613455.9155467]"
1267,"[1476921600000, 575.0535000000001]","[1476921600000, 9161747761.572]","[1476921600000, 1649734776.9582129]"
1268,"[1477008000000, 578.4596000000001]","[1477008000000, 9217172952.561602]","[1477008000000, 1178931220.2733276]"
1269,"[1477094400000, 599.0075999999999]","[1477094400000, 9545619787.5024]","[1477094400000, 3236181332.749152]"
1270,"[1477180800000, 596.9439]","[1477180800000, 9513814896.2304]","[1477180800000, 3348048132.3166275]"
1271,"[1477267200000, 596.6053999999999]","[1477267200000, 9509443815.160799]","[1477267200000, 2954459907.2800946]"
1272,"[1477353600000, 599.3647000000001]","[1477353600000, 9554367194.512802]","[1477353600000, 2295422113.3069997]"
1273,"[1477440000000, 617.3554999999998]","[1477440000000, 9841703582.615997]","[1477440000000, 4446968843.49578]"
1274,"[1477526400000, 627.0770000000002]","[1477526400000, 9998419193.268003]","[1477526400000, 4626163793.840357]"
1275,"[1477612800000, 625.9399999999997]","[1477612800000, 9980921262.479996]","[1477612800000, 4615208139.195418]"
1276,"[1477699200000, 651.0591121120148]","[1477699200000, 10383114158.090448]","[1477699200000, 6223285902.670831]"
1277,"[1477785600000, 628.4560760486354]","[1477785600000, 10023492311.681498]","[1477785600000, 5249432483.882706]"
1278,"[1477872000000, 636.6361]","[1477872000000, 10155020629.266003]","[1477872000000, 6252889329.184727]"
1279,"[1477958400000, 659.3836000000001]","[1477958400000, 10519568576.304003]","[1477958400000, 5319196993.387691]"
